"","zip","state","DurationSec","DemoState","DemoZip","PersonalExpYN","EEAttributionNoExper","PersonalExpType","PersonalExpTypeOE","PersonalExpImpact","PersonalExpImpactOE","EEIntensity","EEFrequency","EEAttributionExper","CCHumanCaused","PsyDistClimateGroup","PsyDistNumber","PsyDistLocal","PsyDistFar","PsyDistDevelop","PsyDistImpact","PsyDistEffects","WTPPolicy","EcolEconGrowth","EcolEconRelationship","EcolEconGraphic","CCHumanActivity","CCHumanActDeforest","CCHumanActFossil","CCHumanActCigarette","CCHumanActCFC","CCHumanActToxic","CCHumanActNuclear","PriorityTerrorist","PriorityEconomy","PriorityHealthcare","PriorityEducation","PriorityEnvironment","PriorityImmigration","PriorityBudget","PriorityClimate","PriorityJob","PriorityMilitary","PriorityRace","PriorityCovid","DemoPresElection","DemoPolitical","gc","wtpValue","LS","EEAttributionAll","EEExposure","CCDenierOrNot","DemoPol.3GRModSeparate","DemoPol.3Groups","PersonalExpType_wildfire","PersonalExpType_hurricane","PersonalExpType_flood","PersonalExpType_heat","PersonalExpType_drought","PersonalExpType_tornado","PersonalExpType_other","PersonalExpType_total","PersonalExpImpact_smoke","PersonalExpImpact_sheltering","PersonalExpImpact_nearmiss","PersonalExpImpact_evacuate","PersonalExpImpact_livingquarterdamage","PersonalExpImpact_livingquarterlost","PersonalExpImpact_incomelost","PersonalExpImpact_other","PersonalExpImpact_total","EEExposureAll","extremeExperienceYN","EEIntensityAll","wtp","c2","c3","t1a","t1b","t2a","t2b","t3a","t3b","t4","c1","t1","t2","t3","tA","tB","climateTopPriority","EEFrequency_std","EEIntensity_std","EEExposure_std","EEAttributionAll_std","EEAttributionXIntensity","EEAttributionXExposure","EEExposureAll_std","EEIntensityAll_std","DuplicatedZip","biden","trump","nonvoter","thirdparty","bipoc","age","male","collegeGrad","income","ccHumanCaused","ccNatureCaused","ccNotHappening"
"3710","70806","Louisiana",911,"Louisiana",70806,1,NA,"2 6",NA,"2 3 5",NA,6,3,1,2,2,7,5,3,4,5,4,1,2,NA,2,54,NA,NA,NA,2,1,NA,4,4,4,1,4,3,4,3,4,4,2,4,2,4,1,145,214,1,9,1,2,2,0,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,3,9,1,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.470028933,0.558250746,0.647991961,-1.648175423,6,9,1.337555176,1.279249712,FALSE,0,1,0,0,0,49.5,1,1,125,0,1,0
"3711","30064","Georgia",1207,"Georgia",30064,2,1,NA,NA,NA,NA,NA,NA,NA,3,1,0,1,4,1,1,7,2,6,3,NA,43,NA,NA,2,1,NA,NA,4,4,2,4,1,4,4,1,4,4,1,3,2,1,1,25,873,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,70,1,1,125,0,0,1
"3712","97208","Oregon",808,"Oregon",97208,1,NA,"1",NA,"1",NA,6,2,6,2,2,7,4,3,2,2,2,1,3,NA,2,21,2,1,NA,NA,NA,NA,4,4,3,4,3,3,3,3,4,4,4,4,1,4,1,165,714,6,8,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.329521125,0.558250746,0.312987751,0.048483906,36,48,1.094464798,1.279249712,FALSE,0,0,1,0,1,49.5,1,0,17.5,0,1,0
"3713","04530","Maine",2515,"Maine",4530,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,6,6,4,4,2,5,NA,1,64,NA,NA,NA,2,NA,1,4,4,4,1,4,3,1,3,3,4,3,3,1,4,1,65,1017,5,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,0,39.5,0,0,17.5,0,0,1
"3714","35150","Alabama",1130,"Alabama",35150,1,NA,"2",NA,"4 5",NA,6,2,2,3,2,7,6,2,6,6,1,1,2,2,NA,16,1,NA,NA,NA,NA,2,2,4,4,4,4,3,3,3,4,3,3,4,3,4,1,65,214,2,8,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,8,1,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-0.329521125,0.558250746,0.312987751,-1.308843557,12,16,1.094464798,1.279249712,TRUE,1,0,0,0,1,39.5,1,0,10,0,0,1
"3715","80017","Colorado",679,"Colorado",80017,1,NA,"1 3",NA,"1 2",NA,6,2,7,1,2,7,5,6,6,6,1,1,2,NA,1,12,1,2,NA,NA,NA,NA,3,2,4,3,3,4,3,4,3,3,3,3,4,4,1,145,214,7,8,0,2,2,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,8,1,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.329521125,0.558250746,0.312987751,0.387815771,42,56,1.094464798,1.279249712,TRUE,0,0,0,1,0,21,0,0,17.5,1,0,0
"3716","97504","Oregon",1930,"Oregon",97504,1,NA,"1",NA,"1 4 7",NA,5,4,3,1,3,10,7,1,6,5,1,1,1,1,NA,24,NA,1,NA,2,NA,NA,3,3,3,4,4,2,3,4,3,2,4,4,3,5,1,105,714,3,9,0,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,9,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.269578991,0.143476295,0.647991961,-0.969511691,15,27,1.337555176,0.932466176,TRUE,1,0,0,0,0,29.5,0,1,10,1,0,0
"3717","97030","Oregon",692,"Oregon",97030,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,8,5,3,1,7,2,1,1,1,NA,24,NA,1,NA,2,NA,NA,2,4,4,4,4,4,4,4,4,3,3,4,3,5,1,85,214,7,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,1,0,37.5,1,0,0
"3718","97222","Oregon",588,"Oregon",97222,2,8,NA,NA,NA,NA,NA,NA,NA,2,3,9,6,2,5,2,1,1,1,NA,1,12,1,2,NA,NA,NA,NA,4,3,3,3,3,3,3,1,3,3,3,1,2,2,1,125,1017,8,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,59.5,1,1,37.5,0,1,0
"3719","36867","Alabama",1815,"Alabama",36867,2,8,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,7,7,7,1,1,1,1,NA,25,NA,1,NA,NA,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,6,1,125,1017,8,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,0.727147637,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,39.5,1,1,37.5,1,0,0
"3720","04401","Maine",2029,"Maine",4401,1,NA,"4 5",NA,"2",NA,3,1,10,1,3,10,7,1,1,7,1,1,1,NA,2,21,2,1,NA,NA,NA,NA,4,4,4,4,4,3,4,4,4,4,4,4,3,6,1,85,1017,10,4,0,3,3,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,1,4,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.129071183,-0.686072606,-1.02702909,1.405811368,30,40,0.122103284,0.238899104,TRUE,1,0,0,0,0,49.5,1,1,17.5,1,0,0
"3721","98503","Washington",645,"Washington",98503,1,NA,"1",NA,"1",NA,5,3,7,1,2,7,6,3,3,5,1,1,2,NA,2,12,1,2,NA,NA,NA,NA,3,4,4,3,3,2,3,4,4,3,3,4,3,3,1,105,1017,7,8,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0.470028933,0.143476295,0.312987751,0.387815771,35,56,1.094464798,0.932466176,TRUE,1,0,0,0,0,59.5,0,1,125,1,0,0
"3722","04841","Maine",822,"Maine",4841,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,4,7,7,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,2,4,4,4,4,3,4,3,1,4,4,3,7,1,5,873,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,21,0,0,17.5,1,0,0
"3723","80020","Colorado",928,"Colorado",80020,2,7,NA,NA,NA,NA,NA,NA,NA,2,2,7,6,3,2,5,1,1,2,NA,2,25,NA,1,NA,NA,2,NA,4,3,3,3,3,3,3,3,3,3,3,4,3,5,1,185,214,7,NA,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,70,0,1,62.5,0,1,0
"3724","03820","New Hampshire",439,"New Hampshire",3820,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,4,6,5,1,1,1,NA,1,41,2,NA,NA,1,NA,NA,3,3,4,3,4,4,3,3,3,2,4,4,3,5,1,165,214,7,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,29.5,0,0,37.5,1,0,0
"3725","97477","Oregon",473,"Oregon",97477,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,4,4,4,NA,1,4,NA,2,51,2,NA,NA,NA,1,NA,3,4,4,3,1,1,3,1,4,3,1,4,3,4,1,5,214,4,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,-0.630179826,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,70,0,0,17.5,0,0,1
"3726","80235","Colorado",671,"Colorado",80235,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,1,1,1,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,4,3,2,4,4,3,NA,2,1,1,25,1017,1,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,-1.648175423,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,1,29.5,1,0,62.5,0,1,0
"3727","10460","New York",1638,"New York",10460,1,NA,"6",NA,"2 3",NA,3,2,9,1,3,10,6,6,6,6,1,1,1,NA,3,21,2,1,NA,NA,NA,NA,3,3,4,3,4,4,3,4,3,2,4,4,3,6,1,65,873,9,5,0,3,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,5,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,-0.329521125,-0.686072606,-0.692024879,1.066479503,27,45,0.365193663,0.238899104,TRUE,1,0,0,0,1,29.5,0,1,37.5,1,0,0
"3728","80503","Colorado",765,"Colorado",80503,1,NA,"1",NA,"1",NA,3,1,8,1,3,10,7,1,1,6,1,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,3,3,3,4,2,3,4,3,2,3,4,3,7,1,265,1017,8,4,0,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1.129071183,-0.686072606,-1.02702909,0.727147637,24,32,0.122103284,0.238899104,TRUE,1,0,0,0,0,70,1,1,62.5,1,0,0
"3729","98684","Washington",1264,"Washington",98684,2,3,NA,NA,NA,NA,NA,NA,NA,3,1,6,3,4,4,2,4,1,4,1,NA,21,2,1,NA,NA,NA,NA,4,3,3,2,3,3,3,3,4,3,2,4,2,4,1,85,1017,3,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,-0.969511691,NA,NA,-0.850258229,-0.801451504,FALSE,0,1,0,0,0,59.5,1,0,62.5,0,0,1
"3730","97386","Oregon",661,"Oregon",97386,1,NA,"1",NA,"1",NA,2,1,5,2,1,5,4,4,4,4,2,1,2,NA,NA,42,NA,2,NA,1,NA,NA,3,4,4,3,3,2,3,4,4,3,3,4,3,4,1,225,214,5,3,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.129071183,-1.100847057,-1.3620333,-0.29084796,10,15,-0.120987094,-0.107884432,TRUE,1,0,0,0,1,39.5,0,1,37.5,0,1,0
"3731","38833","Mississippi",2301,"Mississippi",38833,1,NA,"2 3 4 6",NA,"2 6 7",NA,6,4,4,2,2,7,5,2,2,5,3,1,2,1,NA,21,2,1,NA,NA,NA,NA,3,4,4,4,3,3,4,3,4,3,2,4,3,4,1,85,714,4,10,1,2,2,0,1,1,1,0,1,0,4,0,1,0,0,0,1,1,0,3,10,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269578991,0.558250746,0.982996172,-0.630179826,24,40,1.580645554,1.279249712,FALSE,1,0,0,0,0,49.5,1,0,37.5,0,1,0
"3732","39437","Mississippi",618,"Mississippi",39437,1,NA,"2 6",NA,"2 3 5",NA,8,5,10,2,3,10,7,NA,7,3,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,4,4,4,2,4,4,4,4,3,7,1,145,714,10,13,1,3,3,0,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,3,13,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.069129049,1.387799647,1.988008802,1.405811368,80,130,2.309916689,1.972816784,TRUE,1,0,0,0,0,39.5,1,1,37.5,0,1,0
"3733","80030","Colorado",661,"Colorado",80030,1,NA,"1 5",NA,"1",NA,3,1,4,2,1,4,5,5,5,4,2,1,2,2,NA,42,NA,2,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,4,2,4,1,145,714,4,4,1,2,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.129071183,-0.686072606,-1.02702909,-0.630179826,12,16,0.122103284,0.238899104,TRUE,0,1,0,0,0,29.5,0,0,37.5,0,1,0
"3734","80017","Colorado",2304,"Colorado",80017,1,NA,"1 2 4",NA,"1 2 4",NA,4,4,10,1,3,10,4,1,5,1,1,1,1,NA,3,12,1,2,NA,NA,NA,NA,1,2,4,4,3,1,1,4,4,1,4,4,3,7,1,5,214,10,8,0,3,3,1,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,2,8,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.269578991,-0.271298156,0.312987751,1.405811368,40,80,1.094464798,0.58568264,TRUE,1,0,0,0,0,29.5,0,1,10,1,0,0
"3735","80108","Colorado",1991,"Colorado",80108,1,NA,"1 5",NA,"1 2",NA,4,5,7,1,2,7,6,2,2,6,1,1,2,1,NA,21,2,1,NA,NA,NA,NA,4,4,4,4,4,3,3,4,4,3,3,4,2,2,1,25,1017,7,9,0,1,1,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,9,1,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2.069129049,-0.271298156,0.647991961,0.387815771,28,63,1.337555176,0.58568264,TRUE,0,1,0,0,0,59.5,1,1,62.5,1,0,0
"3736","98502","Washington",769,"Washington",98502,1,NA,"1",NA,"1",NA,2,2,6,1,3,10,7,6,6,6,2,1,1,1,NA,21,2,1,NA,NA,NA,NA,3,2,3,3,4,2,2,4,2,2,4,4,3,4,1,225,714,6,4,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.329521125,-1.100847057,-1.02702909,0.048483906,12,24,0.122103284,-0.107884432,TRUE,1,0,0,0,0,39.5,1,0,37.5,1,0,0
"3737","98074","Washington",2087,"Washington",98074,2,5,NA,NA,NA,NA,NA,NA,NA,1,2,7,6,2,2,6,2,1,1,1,NA,52,NA,2,NA,NA,1,NA,3,3,3,4,4,3,3,4,3,3,4,4,3,6,1,5,714,5,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,FALSE,1,0,0,0,0,29.5,0,1,62.5,1,0,0
"3738","04106","Maine",1697,"Maine",4106,1,NA,"3",NA,"2",NA,4,2,10,1,3,10,7,1,1,6,3,1,4,NA,1,21,2,1,NA,NA,NA,NA,4,4,4,4,4,4,3,4,4,4,3,4,2,2,1,65,214,10,6,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.329521125,-0.271298156,-0.357020669,1.405811368,40,60,0.608284041,0.58568264,TRUE,0,1,0,0,0,49.5,0,1,125,1,0,0
"3739","80004","Colorado",818,"Colorado",80004,1,NA,"1 5",NA,"1",NA,3,1,6,1,3,10,7,1,1,7,1,1,1,2,NA,24,NA,1,NA,2,NA,NA,3,3,4,3,4,3,3,4,3,2,4,4,3,4,1,25,214,6,4,0,2,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1.129071183,-0.686072606,-1.02702909,0.048483906,18,24,0.122103284,0.238899104,TRUE,1,0,0,0,0,21,0,1,17.5,1,0,0
"3740","97267","Oregon",774,"Oregon",97267,1,NA,"1",NA,"1 3",NA,5,1,7,1,2,8,6,2,1,5,1,2,2,NA,2,42,NA,2,NA,1,NA,NA,2,1,3,3,3,2,4,3,2,1,3,1,3,5,1,145,714,7,6,0,3,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,6,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,-1.129071183,0.143476295,-0.357020669,0.387815771,35,42,0.608284041,0.932466176,TRUE,1,0,0,0,0,39.5,0,1,125,1,0,0
"3741","80110","Colorado",1068,"Colorado",80110,2,9,NA,NA,NA,NA,NA,NA,NA,1,2,8,6,6,6,6,2,1,1,1,NA,21,2,1,NA,NA,NA,NA,4,3,2,4,4,3,3,2,3,3,2,2,3,4,1,165,214,9,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,1.066479503,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,39.5,1,1,125,1,0,0
"3742","04011","Maine",493,"Maine",4011,2,10,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,1,7,1,1,1,1,NA,24,NA,1,NA,2,NA,NA,2,4,4,4,4,4,3,4,4,2,4,4,3,6,1,225,214,10,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,39.5,0,1,87.5,1,0,0
"3743","97501","Oregon",3856,"Oregon",97501,2,4,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,2,3,7,4,2,2,1,NA,12,1,2,NA,NA,NA,NA,4,4,1,4,3,3,3,3,4,4,3,4,1,4,1,5,214,4,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,NA,NA,NA,-0.630179826,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,1,0,1,59.5,0,1,17.5,0,1,0
"3744","98087","Washington",1492,"Washington",98087,1,NA,"1 4 5",NA,"1 7",NA,6,3,7,1,3,10,7,1,1,7,1,1,1,NA,2,12,1,2,NA,NA,NA,NA,3,4,4,4,4,2,3,4,4,3,4,4,3,6,1,85,714,7,9,0,3,3,1,0,0,1,1,0,0,3,1,0,0,0,0,0,1,0,2,9,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0.470028933,0.558250746,0.647991961,0.387815771,42,63,1.337555176,1.279249712,TRUE,1,0,0,0,0,49.5,1,1,125,1,0,0
"3745","98532","Washington",406,"Washington",98532,2,3,NA,NA,NA,NA,NA,NA,NA,2,2,7,5,4,4,4,2,2,3,1,NA,64,NA,NA,NA,2,NA,1,4,4,4,4,4,2,4,4,3,3,2,3,4,4,1,165,214,3,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,NA,NA,NA,-0.969511691,NA,NA,-0.850258229,-0.801451504,FALSE,0,0,0,1,0,29.5,1,1,175,0,1,0
"3746","80027","Colorado",1531,"Colorado",80027,2,10,NA,NA,NA,NA,NA,NA,NA,2,3,9,7,1,1,7,1,1,1,1,NA,12,1,2,NA,NA,NA,NA,3,4,3,4,3,3,4,3,4,3,3,4,4,4,1,145,1017,10,NA,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NA,NA,NA,1.405811368,NA,NA,-0.850258229,-0.801451504,TRUE,0,0,0,1,0,70,1,1,175,0,1,0
"3747","98382","Washington",1390,"Washington",98382,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,8,2,6,5,2,5,2,3,NA,2,21,2,1,NA,NA,NA,NA,4,4,4,3,3,4,4,3,3,3,2,4,2,2,1,65,214,5,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,59.5,0,0,37.5,0,1,0
"3748","80005","Colorado",741,"Colorado",80005,1,NA,"1",NA,"1",NA,3,2,3,2,1,6,4,4,4,4,2,2,4,2,NA,41,2,NA,NA,1,NA,NA,4,3,3,2,3,4,4,3,3,4,2,3,1,3,1,105,714,3,5,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.329521125,-0.686072606,-0.692024879,-0.969511691,9,15,0.365193663,0.238899104,TRUE,0,0,1,0,0,59.5,0,1,37.5,0,1,0
"3749","98662","Washington",341,"Washington",98662,1,NA,"1",NA,"1 2",NA,5,1,7,1,2,7,5,5,5,5,1,1,1,3,NA,42,NA,2,NA,1,NA,NA,4,4,3,3,4,2,4,4,3,4,3,4,3,6,1,5,1017,7,6,0,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,6,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1.129071183,0.143476295,-0.357020669,0.387815771,35,42,0.608284041,0.932466176,TRUE,1,0,0,0,0,29.5,0,1,62.5,1,0,0
"3750","81504","Colorado",1581,"Colorado",81504,2,5,NA,NA,NA,NA,NA,NA,NA,2,2,7,5,4,4,6,1,2,1,NA,2,21,2,1,NA,NA,NA,NA,2,2,2,2,3,2,2,3,2,2,2,3,3,3,1,105,1017,5,NA,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,70,0,1,17.5,0,1,0
"3751","35401","Alabama",704,"Alabama",35401,2,5,NA,NA,NA,NA,NA,NA,NA,1,3,10,7,1,1,7,2,1,1,NA,2,65,NA,NA,NA,NA,2,1,4,4,4,4,4,4,4,4,4,4,4,2,3,4,1,185,714,5,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,NA,NA,NA,-0.29084796,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,1,39.5,1,0,17.5,1,0,0
"3752","80922","Colorado",703,"Colorado",80922,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,5,3,5,3,2,2,2,5,NA,2,14,1,NA,NA,2,NA,NA,4,4,3,3,2,4,4,3,4,3,2,3,2,2,1,125,1017,2,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,-1.308843557,NA,NA,-0.850258229,-0.801451504,TRUE,0,1,0,0,0,70,1,1,125,0,1,0
"3753","80922","Colorado",978,"Colorado",80922,1,NA,"1",NA,"1",NA,3,1,1,2,3,9,5,6,4,2,2,1,1,NA,1,21,2,1,NA,NA,NA,NA,4,3,4,4,4,2,3,3,3,3,4,3,3,6,1,5,214,1,4,1,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.129071183,-0.686072606,-1.02702909,-1.648175423,3,4,0.122103284,0.238899104,TRUE,1,0,0,0,0,39.5,0,1,37.5,0,1,0
"3754","80723","Colorado",1037,"Colorado",80723,2,7,NA,NA,NA,NA,NA,NA,NA,1,2,7,5,3,2,7,2,1,1,1,NA,25,NA,1,NA,NA,2,NA,1,4,4,4,4,1,4,4,3,1,2,1,3,4,1,165,1017,7,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0.387815771,NA,NA,-0.850258229,-0.801451504,TRUE,1,0,0,0,0,49.5,1,0,87.5,1,0,0
"3755","99212","Washington",844,"Washington",99212,1,NA,"7","Cold","1 3 7",NA,4,2,4,2,1,5,6,5,4,4,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,4,2,2,4,2,2,1,2,1,4,1,65,1017,4,6,1,2,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,3,6,1,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,-0.329521125,-0.271298156,-0.357020669,-0.630179826,16,24,0.608284041,0.58568264,TRUE,0,0,1,0,0,39.5,0,0,10,0,1,0
